role,generation,mean_fitness,size,optimal_genotype,interaction_values
predator,75,0.7458796773529283,3974,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,76,0.7481095651913572,3931,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,77,0.7496094416309449,3936,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,78,0.7510243737034189,3969,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,79,0.7531113036790376,4015,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,80,0.7536474670058873,4096,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,81,0.753011596518972,3966,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,82,0.7539764488637979,3985,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,83,0.7537472399130911,4008,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,84,0.753647071727332,4171,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,85,0.7548164947841312,4230,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,86,0.757081041441816,4154,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,87,0.7576162731121759,4241,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,88,0.7554557366644057,4112,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,89,0.7550764912620908,4117,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,90,0.7547065247662382,3991,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,91,0.7554832145139577,3964,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,92,0.7552940153546037,4172,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,93,0.7557990948376923,4075,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,94,0.755169216648595,4148,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,95,0.7556808739645553,4175,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,96,0.7541160281246279,4219,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,97,0.7548989338397166,4145,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,98,0.7571238870736196,4262,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,99,0.7606158669036537,4061,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,100,0.759341092416212,4107,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,101,0.7607508304457242,4102,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,102,0.7610965026704398,4080,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,103,0.762075519900399,4164,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,104,0.7609633506359141,4152,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,105,0.7610079951286479,4187,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,106,0.7621729511045751,4269,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,107,0.7612058386993581,4326,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,108,0.7600058528193245,4294,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,109,0.7590729425647653,4264,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,110,0.7587031921132824,4280,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,111,0.7574867492680801,4140,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,112,0.7586451921881866,4234,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,113,0.7566715981287994,4245,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,114,0.7549125711267336,4244,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,115,0.7572897270486982,4169,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,116,0.7569919202200285,4172,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,117,0.751458243592333,4153,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,118,0.7510945315034269,4213,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,119,0.7514514097669591,4189,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,120,0.7518770253136824,4046,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,121,0.7528307212292835,4129,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,122,0.7530369209977358,4217,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,123,0.7532991220670288,4385,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,124,0.7535840267947795,4318,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,125,0.7544524304118827,4139,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,126,0.7536124121429723,4141,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,127,0.7521210132797773,4352,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,128,0.7513463962085896,4183,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,129,0.749933812296221,4193,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,130,0.7498793449652924,4199,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,131,0.7507279566823932,4187,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,132,0.7518006293710824,4106,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,133,0.751523977981799,4074,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,134,0.7523269383039569,4003,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,135,0.7515347532565378,4019,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,136,0.7512106895108629,4123,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,137,0.7530043745261685,4167,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,138,0.7561359148394105,4134,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,139,0.7572451191446082,4016,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,140,0.7550827801560074,3984,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,141,0.755421354943707,3961,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,142,0.7559931237493667,4028,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,143,0.7568912570126072,3948,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,144,0.757228514097483,4002,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,145,0.7540679866889624,4044,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,146,0.7543580718736435,4100,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,147,0.7541469786939221,3977,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,148,0.7514784852631503,4072,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,149,0.7518646585931271,4152,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,150,0.751480317398687,4009,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,151,0.7528130318507921,4018,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,152,0.7510226521440523,4036,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,153,0.7537334713359767,4056,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,154,0.7553587663460327,3980,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,155,0.7542730268647364,3971,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,156,0.7558865977395548,4002,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,157,0.7542610506588504,4024,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,158,0.7513558438452718,4065,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,159,0.749682707865556,4124,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,160,0.7485345540000872,3944,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,161,0.7494429880785506,3955,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,162,0.7508015854150611,4026,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,163,0.7533156339062427,4107,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,164,0.7510337393065658,4145,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,165,0.7505611327975222,4127,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,166,0.7506923876803212,4023,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,167,0.7510384493433849,3945,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,168,0.7518777320148121,4121,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,169,0.7549141294515892,4063,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,170,0.7559044763956311,4066,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,171,0.753389362847823,4006,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,172,0.7541510396442151,4117,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,173,0.7550464387006511,3989,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,174,0.7545069082715449,3987,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,175,0.7560004857244601,4052,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,176,0.7548488630667891,3979,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,177,0.7528115213104738,4015,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,178,0.7517243141249825,4047,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,179,0.7521352493961958,4011,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,180,0.7510545971841145,3931,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,181,0.7493713065694484,3896,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,182,0.7515691195197481,4013,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,183,0.7513598767151505,4012,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,184,0.7542430871797369,3938,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,185,0.7556391700387758,3936,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,186,0.7590787810674736,4111,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,187,0.7589303018862545,4138,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,188,0.758033999596845,4251,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,189,0.7577915843775677,4145,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,190,0.7586084618710864,4153,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,191,0.7592619098582315,4145,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,192,0.7588980852499073,4116,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,193,0.7586027093742995,4162,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,194,0.7584415382411251,4176,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,195,0.758705419179313,4163,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,196,0.7586574725729811,4288,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,197,0.7577456988472163,4371,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,198,0.7580393467620503,4198,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
predator,199,0.7585555210859182,4113,[1. 1. 1. 1. 1.],"(0.0, 0.0)"
prey,0,0.460931186107386,200,[0.02990937 0.03009132 0.00322504 0.04862612 0.0272015 ],"(0.0, 0.1)"
prey,1,0.4659241501903084,163,[0.05927676 0.03880185 0.05136962 0.05740511 0.03607939],"(0.0, 0.1)"
prey,2,0.47058308188806974,145,[0.09325217 0.05457631 0.0909947  0.06392779 0.0742137 ],"(0.0, 0.1)"
prey,3,0.48892066430854253,136,[0.09919732 0.08413555 0.13945053 0.07176626 0.11685906],"(0.0, 0.1)"
prey,4,0.47724307349887796,139,[0.10468419 0.10167807 0.14363064 0.11406134 0.16006258],"(0.0, 0.1)"
prey,5,0.47307942320553753,153,[0.13643514 0.11120778 0.17253007 0.14074377 0.17047584],"(0.0, 0.1)"
prey,6,0.47136399922090133,173,[0.17905753 0.13476656 0.18592296 0.15375672 0.19885924],"(0.0, 0.1)"
prey,7,0.47591763658266173,151,[0.18980686 0.16294503 0.19349645 0.16772863 0.24133884],"(0.0, 0.1)"
prey,8,0.49189644948870265,134,[0.19128892 0.19219055 0.21301933 0.19379353 0.26337415],"(0.0, 0.1)"
prey,9,0.4912789083988141,114,[0.20134513 0.22985887 0.25679576 0.23023493 0.28973106],"(0.0, 0.1)"
prey,10,0.5132836843264464,103,[0.22136858 0.24934638 0.26887653 0.24100715 0.30955206],"(0.0, 0.1)"
prey,11,0.5386687844018451,107,[0.26775052 0.27064013 0.29371142 0.25408057 0.31925269],"(0.0, 0.1)"
prey,12,0.5342559952678545,98,[0.28613885 0.31916864 0.30607195 0.28790989 0.35230528],"(0.0, 0.1)"
prey,13,0.551898814759253,121,[0.29987242 0.34896114 0.34428787 0.30303709 0.36643136],"(0.0, 0.1)"
prey,14,0.5389035589242475,138,[0.31991329 0.39720008 0.34495495 0.31845988 0.41571006],"(0.0, 0.1)"
prey,15,0.5404037356932825,154,[0.36697252 0.40716385 0.36442178 0.35586262 0.45387421],"(0.0, 0.1)"
prey,16,0.5438314774352027,176,[0.41368572 0.41258248 0.39212464 0.37593175 0.48624306],"(0.0, 0.1)"
prey,17,0.5422451315181228,197,[0.46074135 0.42198359 0.4075205  0.39419223 0.4904814 ],"(0.0, 0.1)"
prey,18,0.5612564496221907,194,[0.48181383 0.44149465 0.44462897 0.400642   0.49404359],"(0.0, 0.1)"
prey,19,0.5824812721554566,194,[0.51807826 0.47999188 0.45024779 0.41330577 0.49854881],"(0.0, 0.1)"
prey,20,0.5811998101230837,201,[0.52622545 0.49500442 0.47909364 0.42590162 0.52242553],"(0.0, 0.1)"
prey,21,0.5944897369064993,226,[0.5362456  0.50590644 0.52379857 0.43765339 0.54310034],"(0.0, 0.1)"
prey,22,0.6012511284475673,289,[0.55569901 0.51174515 0.54018231 0.46552668 0.58963634],"(0.0, 0.1)"
prey,23,0.5995917152630957,327,[0.55833647 0.532406   0.57277153 0.48145872 0.59166111],"(0.0, 0.1)"
prey,24,0.5990319080008196,410,[0.58315033 0.55185721 0.58150166 0.51032754 0.63097967],"(0.0, 0.1)"
prey,25,0.5901602212102762,445,[0.58906463 0.56512394 0.58386742 0.55210471 0.66046472],"(0.0, 0.1)"
prey,26,0.5909056585238394,506,[0.60474298 0.56647048 0.6205453  0.55671546 0.66386483],"(0.0, 0.1)"
prey,27,0.5789145811428849,535,[0.64272621 0.60481064 0.64120193 0.59761026 0.71231573],"(0.0, 0.1)"
prey,28,0.5661402021434693,597,[0.67279661 0.60750628 0.68896534 0.62793277 0.71773167],"(0.0, 0.1)"
prey,29,0.561865436218091,640,[0.68697096 0.61384536 0.72114844 0.66865052 0.76460191],"(0.0, 0.1)"
prey,30,0.5537021730341164,679,[0.7106235  0.62589817 0.76216735 0.67426404 0.77142112],"(0.0, 0.1)"
prey,31,0.5506765419671945,643,[0.72069352 0.65424898 0.79195587 0.71047834 0.79917914],"(0.0, 0.1)"
prey,32,0.5438799673148028,655,[0.76352698 0.65533447 0.84120369 0.75420975 0.82387602],"(0.0, 0.1)"
prey,33,0.5378575357621294,691,[0.8081794  0.69287669 0.88292751 0.7822268  0.82658801],"(0.0, 0.1)"
prey,34,0.526206143519578,678,[0.81605346 0.70900833 0.90246298 0.82781278 0.8429614 ],"(0.0, 0.1)"
prey,35,0.521375708597439,657,[0.81953289 0.73398809 0.92279835 0.85336562 0.84812701],"(0.0, 0.1)"
prey,36,0.5266122221795517,691,[0.85624921 0.7354507  0.92325675 0.89608898 0.88171922],"(0.0, 0.1)"
prey,37,0.5313956824304957,700,[0.85717512 0.73808801 0.96967135 0.91429407 0.90260824],"(0.0, 0.1)"
prey,38,0.5302264760669001,759,[0.89658027 0.739349   0.9959627  0.95566781 0.91172617],"(0.0, 0.1)"
prey,39,0.5307209545033741,724,[0.91026695 0.7872422  1.         0.99786954 0.94609187],"(0.0, 0.1)"
prey,40,0.5248097383341317,657,[0.95786727 0.81939353 1.         1.         0.98974704],"(0.0, 0.1)"
prey,41,0.528788887045737,651,[0.97164275 0.82512517 1.         1.         1.        ],"(0.0, 0.1)"
prey,42,0.5297682604782912,626,[1.         0.85404841 1.         1.         1.        ],"(0.0, 0.1)"
prey,43,0.5289066859788988,568,[1.         0.89786093 1.         1.         1.        ],"(0.0, 0.1)"
prey,44,0.5358502645191244,580,[1.       0.911125 1.       1.       1.      ],"(0.0, 0.1)"
prey,45,0.5506428509767184,565,[1.         0.93688128 1.         1.         1.        ],"(0.0, 0.1)"
prey,46,0.5579915874917813,544,[1.         0.98036281 1.         1.         1.        ],"(0.0, 0.1)"
prey,47,0.5710639126635486,553,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,48,0.5793328728699978,622,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,49,0.586470172989013,644,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,50,0.5933146440430884,713,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,51,0.5999465438777206,745,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,52,0.6111121953187296,821,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,53,0.6238812611144525,911,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,54,0.6415732754627583,1079,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,55,0.6519767351682619,1320,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,56,0.6645624695329113,1501,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,57,0.6725231937120423,1768,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,58,0.6764107075849684,1909,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,59,0.6842894435354036,2181,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,60,0.6874212354950401,2399,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,61,0.6934739831895192,2575,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,62,0.6983122667719115,2714,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,63,0.7054821737745154,3000,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,64,0.709754354107005,3071,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,65,0.7176611901030702,3117,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,66,0.7240360401456344,3356,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,67,0.7300512315403915,3439,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,68,0.7374848957140805,3656,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,69,0.7399208655400485,3764,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,70,0.7421413267232491,3764,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,71,0.7438228110510052,3781,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,72,0.7462883062849606,3749,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,73,0.7491068259258915,3886,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,74,0.7508475374066389,3947,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,75,0.750650113019767,4033,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,76,0.7525294674650038,4177,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,77,0.7536011764655309,4153,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,78,0.7532160259438677,4113,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,79,0.7544199907931083,4053,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,80,0.7541609800147157,4107,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,81,0.7558838593159938,4027,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,82,0.7538386453938617,4027,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,83,0.7556875479813915,3994,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,84,0.7559987632093766,4052,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,85,0.7542875377502373,4088,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,86,0.7574144352694128,3998,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,87,0.7570269427412221,3961,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,88,0.7539625608415228,4162,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,89,0.7548274888935602,4136,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,90,0.7570023636732405,3945,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,91,0.7590011836725804,4166,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,92,0.7567040987149156,4121,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,93,0.7572850524762346,4095,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,94,0.7561471116145081,4224,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,95,0.7561642204822125,4169,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,96,0.7546564253675537,4259,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,97,0.7557604711442555,4214,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,98,0.7552561553625782,4211,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,99,0.7533812132516574,4194,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,100,0.7526984207462146,4161,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,101,0.7505133769304979,4138,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,102,0.7507868912862204,4076,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,103,0.7509767459854312,4028,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,104,0.7503171675499857,4142,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,105,0.7513318295725551,4071,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,106,0.7508997913691887,4085,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,107,0.7516604689340884,4123,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,108,0.7544322536383398,3963,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,109,0.7553805359595519,3938,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,110,0.75553378651304,4110,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,111,0.7549010552721113,4188,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,112,0.7566896837709998,4096,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,113,0.7594227233120736,4061,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,114,0.7596251627497154,4075,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,115,0.7563565796950716,4110,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,116,0.7567172499933605,4149,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,117,0.7546357533536354,4203,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,118,0.7521760602901701,4126,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,119,0.7518487815012634,4231,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,120,0.7513394739654282,4118,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,121,0.7497075729375373,4197,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,122,0.7484166675838874,4087,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,123,0.7492221628832616,4104,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,124,0.749977435442905,4157,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,125,0.7494696723867403,3925,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,126,0.7469779368136246,3986,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,127,0.74794759393479,4024,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,128,0.7464483279386016,3847,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,129,0.7484778157958644,3947,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,130,0.7472201184979405,3953,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,131,0.7483375273732024,4074,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,132,0.7473117456896321,4054,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,133,0.7491933479045925,3953,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,134,0.7530956113621802,3974,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,135,0.753668584949617,3935,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,136,0.754711396268533,3869,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,137,0.7552352440844815,3918,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,138,0.7566001528329819,4048,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,139,0.7578017155822446,3998,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,140,0.7575395928215333,4155,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,141,0.7560759210505189,4112,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,142,0.7573039725847566,4241,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,143,0.7563148332906583,4101,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,144,0.7549079185465131,4284,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,145,0.7561269012672938,4216,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,146,0.757599303316477,3975,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,147,0.7580671566341043,4129,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,148,0.7597110177568801,4042,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,149,0.7616625358939919,4103,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,150,0.7630976011426699,4193,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,151,0.7625885755431641,4270,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,152,0.7648565413312385,4140,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,153,0.7641366260820509,4186,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,154,0.7639408965428871,4183,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,155,0.7660175499251127,4022,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,156,0.7650809735607235,4200,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,157,0.7657240014770602,4330,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,158,0.7665603946098328,4341,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,159,0.7654906843070511,4256,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,160,0.7653478606980914,4187,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,161,0.764089098059127,4286,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,162,0.7614725705298482,4282,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,163,0.7615602839205482,4140,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,164,0.7610112062610662,4166,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
prey,165,0.7618688093855769,4214,[1. 1. 1. 1. 1.],"(0.0, 0.1)"
