role,generation,mean_fitness,size,optimal_genotype,fitness_coefficients
predator,132,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,133,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,134,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,135,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,136,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,137,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,138,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,139,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,140,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,141,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,142,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,143,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,144,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,145,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,146,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,147,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,148,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,149,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,150,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,151,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,152,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,153,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,154,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,155,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,156,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,157,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,158,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,159,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,160,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,161,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,162,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,163,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,164,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,165,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,166,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,167,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,168,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,169,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,170,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,171,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,172,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,173,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,174,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,175,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,176,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,177,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,178,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,179,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,180,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,181,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,182,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,183,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,184,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,185,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,186,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,187,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,188,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,189,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,190,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,191,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,192,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,193,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,194,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,195,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,196,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,197,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,198,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,199,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,0,0.0027096933687743726,200,[0.21992135 0.33406807 0.23748131 0.36808892 0.31101334],"(0.3, 0.7)"
prey,1,0.0,0,[0.26819724 0.3529355  0.25039265 0.38026228 0.33390157],"(0.3, 0.7)"
prey,2,0.0,0,[0.29344388 0.36175609 0.29102929 0.40735029 0.34045556],"(0.3, 0.7)"
prey,3,0.0,0,[0.29618324 0.3828338  0.32640607 0.43048468 0.38078036],"(0.3, 0.7)"
prey,4,0.0,0,[0.31241094 0.42191816 0.36435585 0.45441693 0.38301342],"(0.3, 0.7)"
prey,5,0.0,0,[0.32582474 0.42396707 0.39960902 0.47696625 0.38805106],"(0.3, 0.7)"
prey,6,0.0,0,[0.32693488 0.43915326 0.44566249 0.49301302 0.4006637 ],"(0.3, 0.7)"
prey,7,0.0,0,[0.34259868 0.46549123 0.46187504 0.49856477 0.42280195],"(0.3, 0.7)"
prey,8,0.0,0,[0.38496352 0.48755494 0.46277293 0.50229029 0.44832159],"(0.3, 0.7)"
prey,9,0.0,0,[0.41268798 0.49654483 0.48616084 0.55069392 0.4859709 ],"(0.3, 0.7)"
prey,10,0.0,0,[0.41515166 0.53916678 0.51358089 0.56055962 0.50183366],"(0.3, 0.7)"
prey,11,0.0,0,[0.42178186 0.55083659 0.53624942 0.58641566 0.54001418],"(0.3, 0.7)"
prey,12,0.0,0,[0.44363355 0.57068106 0.57342663 0.61545252 0.55942083],"(0.3, 0.7)"
prey,13,0.0,0,[0.45216742 0.60382637 0.61605357 0.62834949 0.58399655],"(0.3, 0.7)"
prey,14,0.0,0,[0.45664901 0.65178815 0.6518367  0.66775748 0.61920176],"(0.3, 0.7)"
prey,15,0.0,0,[0.50322576 0.68095479 0.67875591 0.69048162 0.62966615],"(0.3, 0.7)"
prey,16,0.0,0,[0.55225817 0.69846841 0.70136506 0.6971574  0.63206404],"(0.3, 0.7)"
prey,17,0.0,0,[0.56494029 0.7098715  0.70194136 0.70367443 0.64752744],"(0.3, 0.7)"
prey,18,0.0,0,[0.59432545 0.71307368 0.74506307 0.75174942 0.65986482],"(0.3, 0.7)"
prey,19,0.0,0,[0.60466731 0.74577483 0.76587392 0.76073238 0.69432027],"(0.3, 0.7)"
prey,20,0.0,0,[0.61041786 0.78051587 0.78795128 0.80798162 0.70140084],"(0.3, 0.7)"
prey,21,0.0,0,[0.65549215 0.79403503 0.82812837 0.85776183 0.71403399],"(0.3, 0.7)"
prey,22,0.0,0,[0.66958899 0.81621501 0.83668349 0.90142455 0.74927954],"(0.3, 0.7)"
prey,23,0.0,0,[0.68198562 0.86260459 0.88329019 0.93745387 0.78756771],"(0.3, 0.7)"
prey,24,0.0,0,[0.68873752 0.88603717 0.9302191  0.94674547 0.83646738],"(0.3, 0.7)"
prey,25,0.0,0,[0.70420373 0.90006895 0.97883059 0.95441371 0.87313378],"(0.3, 0.7)"
prey,26,0.0,0,[0.73678772 0.93569902 1.         0.97037956 0.8857439 ],"(0.3, 0.7)"
prey,27,0.0,0,[0.75800718 0.94353717 1.         0.9972504  0.88686911],"(0.3, 0.7)"
prey,28,0.0,0,[0.75890878 0.97138955 1.         1.         0.90306389],"(0.3, 0.7)"
prey,29,0.0,0,[0.79261838 1.         1.         1.         0.92874556],"(0.3, 0.7)"
prey,30,0.0,0,[0.7971702  1.         1.         1.         0.96272315],"(0.3, 0.7)"
prey,31,0.0,0,[0.84204115 1.         1.         1.         0.98982482],"(0.3, 0.7)"
prey,32,0.0,0,[0.86142937 1.         1.         1.         0.99331791],"(0.3, 0.7)"
prey,33,0.0,0,[0.89985042 1.         1.         1.         1.        ],"(0.3, 0.7)"
prey,34,0.0,0,[0.90032737 1.         1.         1.         1.        ],"(0.3, 0.7)"
prey,35,0.0,0,[0.93603502 1.         1.         1.         1.        ],"(0.3, 0.7)"
prey,36,0.0,0,[0.98158581 1.         1.         1.         1.        ],"(0.3, 0.7)"
prey,37,0.0,0,[0.99058579 1.         1.         1.         1.        ],"(0.3, 0.7)"
prey,38,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,39,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,40,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,41,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,42,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,43,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,44,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,45,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,46,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,47,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,0,0.238034537484654,200,[0.40729268 0.230163   0.2195908  0.27197392 0.46799977],"(0.3, 0.7)"
predator,1,0.27993822708264726,81,[0.44526869 0.24046241 0.25505561 0.27303141 0.48894642],"(0.3, 0.7)"
predator,2,0.2979196819978934,41,[0.48357654 0.28708461 0.30242095 0.2914823  0.49572226],"(0.3, 0.7)"
predator,3,0.34869866219294393,12,[0.49255881 0.33506432 0.32167908 0.30856078 0.53945255],"(0.3, 0.7)"
predator,4,0.43433534956280406,9,[0.50803678 0.34967947 0.36223345 0.31293956 0.57973632],"(0.3, 0.7)"
predator,5,0.4846366563775018,6,[0.54341292 0.35123822 0.40574328 0.31987219 0.58610191],"(0.3, 0.7)"
predator,6,0.6112017218941598,6,[0.57012394 0.39242831 0.41090062 0.36702322 0.62585556],"(0.3, 0.7)"
predator,7,0.45052248018647134,3,[0.58278658 0.43788993 0.41598834 0.36948085 0.62612127],"(0.3, 0.7)"
predator,8,0.5057571908113194,4,[0.63125855 0.4725504  0.41953415 0.3789489  0.66468742],"(0.3, 0.7)"
predator,9,0.0,0,[0.67181668 0.47419168 0.44292713 0.41127995 0.70618906],"(0.3, 0.7)"
predator,10,0.0,0,[0.68591315 0.50073463 0.44551141 0.41920676 0.74682371],"(0.3, 0.7)"
predator,11,0.0,0,[0.70827978 0.54022786 0.47642873 0.42486175 0.75464028],"(0.3, 0.7)"
predator,12,0.0,0,[0.71681779 0.55156972 0.50520378 0.44603369 0.78038666],"(0.3, 0.7)"
predator,13,0.0,0,[0.76559416 0.5682318  0.53495609 0.45054347 0.81068741],"(0.3, 0.7)"
predator,14,0.0,0,[0.79508061 0.59072744 0.57787476 0.49838526 0.83563922],"(0.3, 0.7)"
predator,15,0.0,0,[0.79526659 0.60280275 0.60336092 0.51738326 0.85806348],"(0.3, 0.7)"
predator,16,0.0,0,[0.83403707 0.63133691 0.64139616 0.5248764  0.88665492],"(0.3, 0.7)"
predator,17,0.0,0,[0.83988101 0.68062983 0.65682779 0.53139259 0.89660903],"(0.3, 0.7)"
predator,18,0.0,0,[0.86238577 0.68173656 0.68886331 0.5520889  0.91011196],"(0.3, 0.7)"
predator,19,0.0,0,[0.89063938 0.72467016 0.6947371  0.59137223 0.94378779],"(0.3, 0.7)"
predator,20,0.0,0,[0.92278105 0.74376916 0.74257783 0.60787097 0.99189709],"(0.3, 0.7)"
predator,21,0.0,0,[0.94461991 0.7697782  0.75732439 0.60863421 1.        ],"(0.3, 0.7)"
predator,22,0.0,0,[0.94887993 0.80228282 0.79000721 0.65644527 1.        ],"(0.3, 0.7)"
predator,23,0.0,0,[0.95345408 0.82797661 0.80158636 0.66550617 1.        ],"(0.3, 0.7)"
predator,24,0.0,0,[1.         0.85575747 0.8100935  0.68131142 1.        ],"(0.3, 0.7)"
predator,25,0.0,0,[1.         0.8855666  0.85589065 0.69570812 1.        ],"(0.3, 0.7)"
predator,26,0.0,0,[1.         0.93173158 0.87875648 0.73801782 1.        ],"(0.3, 0.7)"
predator,27,0.0,0,[1.         0.97079939 0.91275879 0.76977567 1.        ],"(0.3, 0.7)"
predator,28,0.0,0,[1.         1.         0.9362969  0.81368143 1.        ],"(0.3, 0.7)"
predator,29,0.0,0,[1.         1.         0.95570298 0.81846593 1.        ],"(0.3, 0.7)"
predator,30,0.0,0,[1.         1.         0.99430457 0.85987657 1.        ],"(0.3, 0.7)"
predator,31,0.0,0,[1.        1.        1.        0.8735972 1.       ],"(0.3, 0.7)"
predator,32,0.0,0,[1.         1.         1.         0.87667435 1.        ],"(0.3, 0.7)"
predator,33,0.0,0,[1.         1.         1.         0.91021171 1.        ],"(0.3, 0.7)"
predator,34,0.0,0,[1.         1.         1.         0.94298087 1.        ],"(0.3, 0.7)"
predator,35,0.0,0,[1.         1.         1.         0.98685533 1.        ],"(0.3, 0.7)"
predator,36,0.0,0,[1.         1.         1.         0.99491034 1.        ],"(0.3, 0.7)"
predator,37,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,38,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,39,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,40,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,41,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,42,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,43,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,44,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,45,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,46,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,47,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,48,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,49,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,50,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,51,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,52,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,53,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,54,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
predator,55,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.7)"
