role,generation,mean_fitness,size,optimal_genotype,fitness_coefficients
prey,2,0.0,0,[0.81059051 0.82536165 0.66026676 0.95323909 1.        ],"(0.7, 0.9)"
prey,3,0.0,0,[0.82172297 0.86123182 0.70743168 0.9796277  1.        ],"(0.7, 0.9)"
prey,4,0.0,0,[0.83311513 0.88574292 0.72534615 1.         1.        ],"(0.7, 0.9)"
prey,5,0.0,0,[0.84791144 0.92159532 0.72955968 1.         1.        ],"(0.7, 0.9)"
prey,6,0.0,0,[0.88577622 0.93294539 0.74062351 1.         1.        ],"(0.7, 0.9)"
prey,7,0.0,0,[0.91103755 0.97550575 0.77466993 1.         1.        ],"(0.7, 0.9)"
prey,8,0.0,0,[0.91293446 0.98285377 0.82052384 1.         1.        ],"(0.7, 0.9)"
prey,9,0.0,0,[0.93573177 1.         0.85521091 1.         1.        ],"(0.7, 0.9)"
prey,10,0.0,0,[0.95636993 1.         0.8843386  1.         1.        ],"(0.7, 0.9)"
prey,11,0.0,0,[0.97168715 1.         0.92888145 1.         1.        ],"(0.7, 0.9)"
prey,12,0.0,0,[0.99731089 1.         0.9500158  1.         1.        ],"(0.7, 0.9)"
prey,13,0.0,0,[1.         1.         0.98744403 1.         1.        ],"(0.7, 0.9)"
prey,14,0.0,0,[1.         1.         0.99264465 1.         1.        ],"(0.7, 0.9)"
prey,15,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,16,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,17,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,18,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,19,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,20,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,21,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,22,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,23,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,24,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,25,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,26,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,27,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,28,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,29,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,30,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,31,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,32,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,33,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,34,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,35,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,36,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,37,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,38,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,39,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,40,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,41,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,42,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,43,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,44,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,45,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,46,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,47,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,0,0.26336222290152866,200,[0.86698054 0.70100189 0.69564968 0.72369175 1.09617693],"(0.7, 0.9)"
predator,1,0.308837914821252,98,[0.86954176 0.72582767 0.70181561 0.74374027 1.        ],"(0.7, 0.9)"
predator,2,0.31773349518852617,77,[0.91609306 0.7733998  0.71988887 0.78262429 1.        ],"(0.7, 0.9)"
predator,3,0.33358519904248346,35,[0.93914473 0.7896943  0.74367162 0.81276466 1.        ],"(0.7, 0.9)"
predator,4,0.37078320662356273,20,[0.95133687 0.79732302 0.78663108 0.83614186 1.        ],"(0.7, 0.9)"
predator,5,0.42834388805680224,13,[0.9878172  0.80233508 0.8225191  0.87013276 1.        ],"(0.7, 0.9)"
predator,6,0.5019241496708036,8,[1.         0.84373069 0.84166031 0.8995887  1.        ],"(0.7, 0.9)"
predator,7,0.533889657077427,8,[1.         0.87874142 0.8667754  0.90790428 1.        ],"(0.7, 0.9)"
predator,8,0.48030018984310996,7,[1.         0.89886368 0.90375057 0.95632996 1.        ],"(0.7, 0.9)"
predator,9,0.4589030826466258,5,[1.         0.91219649 0.93955525 0.97604287 1.        ],"(0.7, 0.9)"
predator,10,0.4719900007098731,5,[1.         0.9496163  0.97749495 1.         1.        ],"(0.7, 0.9)"
predator,11,0.4917371131629261,4,[1.         0.98966672 0.99735532 1.         1.        ],"(0.7, 0.9)"
predator,12,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,13,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,14,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,15,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,16,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,17,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,18,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,19,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,20,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,21,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,22,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,23,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,24,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,25,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,26,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,27,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,28,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,29,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,30,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,31,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,32,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,33,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,34,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,35,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,36,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,37,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,38,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,39,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,40,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,41,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,42,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,43,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,44,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,45,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,46,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,47,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,48,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,49,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,50,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,51,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,52,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,53,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,54,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,55,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,56,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,57,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,58,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,59,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,60,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,61,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,62,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,63,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,64,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,65,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,66,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,67,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,68,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,69,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,70,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,71,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,72,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,73,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,74,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,75,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,76,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,77,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,78,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,79,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,80,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,81,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,82,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,83,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,84,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,85,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,86,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,87,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,88,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,89,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,90,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,91,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,92,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,93,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,94,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,95,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,96,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,97,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,98,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,99,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,100,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,101,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,102,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,103,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,104,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,105,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,106,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,107,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,108,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,109,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,110,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,111,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,112,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,113,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,114,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,115,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,116,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,117,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,118,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,119,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,120,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,121,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,122,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,123,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,124,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,125,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,126,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,127,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,128,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,129,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,130,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,131,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,132,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,133,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,134,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,135,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,136,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,137,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,138,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,139,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,140,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,141,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,142,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
